6.0000000-14.000000-1947.0000   3.6222891e+11
6.0000000-15.000000-1947.0000   3.5860575e+11
6.0000000-16.000000-1947.0000   3.5531611e+11
6.0000000-17.000000-1947.0000      -999.00000
6.0000000-18.000000-1947.0000   3.4480026e+11
6.0000000-19.000000-1947.0000   3.4166276e+11
6.0000000-20.000000-1947.0000   3.3921506e+11
6.0000000-21.000000-1947.0000   3.4072245e+11
6.0000000-22.000000-1947.0000   3.4253255e+11
6.0000000-23.000000-1947.0000      -999.00000
6.0000000-24.000000-1947.0000      -999.00000
6.0000000-25.000000-1947.0000   3.4697898e+11
6.0000000-26.000000-1947.0000   3.4912033e+11
6.0000000-27.000000-1947.0000   3.4969574e+11
6.0000000-28.000000-1947.0000   3.5032596e+11
6.0000000-29.000000-1947.0000   3.5026403e+11
6.0000000-30.000000-1947.0000   3.4955592e+11
7.0000000-1.0000000-1947.0000      -999.00000
7.0000000-2.0000000-1947.0000   3.4857085e+11
7.0000000-3.0000000-1947.0000   3.4661840e+11
7.0000000-4.0000000-1947.0000   3.4445092e+11
7.0000000-5.0000000-1947.0000   3.4198995e+11
7.0000000-6.0000000-1947.0000   3.3995388e+11
7.0000000-7.0000000-1947.0000   3.3906622e+11
7.0000000-8.0000000-1947.0000      -999.00000
7.0000000-9.0000000-1947.0000      -999.00000
7.0000000-10.000000-1947.0000   3.4076331e+11
7.0000000-11.000000-1947.0000   3.4110669e+11
7.0000000-12.000000-1947.0000   3.4029883e+11
7.0000000-13.000000-1947.0000   3.4078219e+11
7.0000000-14.000000-1947.0000   3.3915647e+11
7.0000000-15.000000-1947.0000      -999.00000
7.0000000-16.000000-1947.0000   3.3532146e+11
7.0000000-17.000000-1947.0000   3.3900999e+11
7.0000000-18.000000-1947.0000   3.4428482e+11
7.0000000-19.000000-1947.0000   3.4515891e+11
7.0000000-20.000000-1947.0000   3.4607078e+11
7.0000000-21.000000-1947.0000   3.4627210e+11
7.0000000-22.000000-1947.0000      -999.00000
7.0000000-23.000000-1947.0000   3.4749153e+11
7.0000000-24.000000-1947.0000   3.4273070e+11
7.0000000-25.000000-1947.0000   3.4220186e+11
7.0000000-26.000000-1947.0000   3.4150108e+11
7.0000000-27.000000-1947.0000   3.4097083e+11
7.0000000-28.000000-1947.0000   3.3831653e+11
7.0000000-29.000000-1947.0000      -999.00000
7.0000000-30.000000-1947.0000   3.3638567e+11
7.0000000-31.000000-1947.0000      -999.00000
8.0000000-1.0000000-1947.0000   3.3301873e+11
8.0000000-2.0000000-1947.0000   3.3358650e+11
8.0000000-3.0000000-1947.0000   3.3350782e+11
8.0000000-4.0000000-1947.0000   3.3300234e+11
8.0000000-5.0000000-1947.0000      -999.00000
8.0000000-6.0000000-1947.0000   3.3074928e+11
8.0000000-7.0000000-1947.0000   3.3041406e+11
8.0000000-8.0000000-1947.0000   3.2978151e+11
8.0000000-9.0000000-1947.0000   3.3016408e+11
8.0000000-10.000000-1947.0000   3.3088841e+11
8.0000000-11.000000-1947.0000   3.3156022e+11
8.0000000-12.000000-1947.0000      -999.00000
8.0000000-13.000000-1947.0000   3.3390726e+11
8.0000000-14.000000-1947.0000   3.2941913e+11
8.0000000-15.000000-1947.0000   3.3051266e+11
8.0000000-16.000000-1947.0000   3.3360478e+11
8.0000000-17.000000-1947.0000   3.3522906e+11
8.0000000-18.000000-1947.0000   3.3958176e+11
8.0000000-19.000000-1947.0000      -999.00000
8.0000000-20.000000-1947.0000   3.4563251e+11
8.0000000-21.000000-1947.0000   3.4875995e+11
8.0000000-22.000000-1947.0000   3.5471068e+11
8.0000000-23.000000-1947.0000   3.5819278e+11
8.0000000-24.000000-1947.0000   3.5876736e+11
8.0000000-25.000000-1947.0000   3.5804935e+11
8.0000000-26.000000-1947.0000      -999.00000
8.0000000-27.000000-1947.0000   3.5813609e+11
8.0000000-28.000000-1947.0000   3.5692551e+11
8.0000000-29.000000-1947.0000   3.5673529e+11
8.0000000-30.000000-1947.0000   3.5547516e+11
8.0000000-31.000000-1947.0000   3.5502768e+11
9.0000000-1.0000000-1947.0000   3.5438579e+11
9.0000000-2.0000000-1947.0000      -999.00000
9.0000000-3.0000000-1947.0000   3.6027036e+11
9.0000000-4.0000000-1947.0000   3.6282712e+11
9.0000000-5.0000000-1947.0000   3.6380233e+11
9.0000000-6.0000000-1947.0000   3.6465797e+11
9.0000000-7.0000000-1947.0000   3.6777945e+11
9.0000000-8.0000000-1947.0000   3.6784030e+11
9.0000000-9.0000000-1947.0000      -999.00000
9.0000000-10.000000-1947.0000   3.6601276e+11
9.0000000-11.000000-1947.0000   3.6488665e+11
9.0000000-12.000000-1947.0000   3.6429670e+11
9.0000000-13.000000-1947.0000   3.6727747e+11
9.0000000-14.000000-1947.0000   3.7013291e+11
9.0000000-15.000000-1947.0000   3.7379585e+11
9.0000000-16.000000-1947.0000      -999.00000
9.0000000-17.000000-1947.0000   3.6831350e+11
9.0000000-18.000000-1947.0000   3.6925797e+11
9.0000000-19.000000-1947.0000   3.6827595e+11
9.0000000-20.000000-1947.0000   3.6726630e+11
9.0000000-21.000000-1947.0000   3.6591423e+11
9.0000000-22.000000-1947.0000   3.6547471e+11
9.0000000-23.000000-1947.0000      -999.00000
9.0000000-24.000000-1947.0000   3.7281307e+11
9.0000000-25.000000-1947.0000   3.7861789e+11
9.0000000-26.000000-1947.0000   3.7809514e+11
9.0000000-27.000000-1947.0000   3.7932102e+11
9.0000000-28.000000-1947.0000   3.7906216e+11
9.0000000-29.000000-1947.0000   3.8056437e+11
9.0000000-30.000000-1947.0000      -999.00000
10.000000-1.0000000-1947.0000      -999.00000
10.000000-2.0000000-1947.0000   3.8734584e+11
10.000000-3.0000000-1947.0000   3.9197727e+11
10.000000-4.0000000-1947.0000   3.9325126e+11
10.000000-5.0000000-1947.0000   3.9400155e+11
10.000000-6.0000000-1947.0000   3.9350895e+11
10.000000-7.0000000-1947.0000      -999.00000
10.000000-8.0000000-1947.0000   3.9287783e+11
10.000000-9.0000000-1947.0000   3.9504295e+11
10.000000-10.000000-1947.0000   3.9753764e+11
10.000000-11.000000-1947.0000   3.9923319e+11
10.000000-12.000000-1947.0000   3.9835347e+11
10.000000-13.000000-1947.0000   3.9620713e+11
10.000000-14.000000-1947.0000      -999.00000
10.000000-15.000000-1947.0000   3.9656345e+11
10.000000-16.000000-1947.0000   3.9102870e+11
10.000000-17.000000-1947.0000   3.8526874e+11
10.000000-18.000000-1947.0000   3.7960126e+11
10.000000-19.000000-1947.0000   3.7661757e+11
10.000000-20.000000-1947.0000   3.7293156e+11
10.000000-21.000000-1947.0000      -999.00000
10.000000-22.000000-1947.0000   3.6440067e+11
10.000000-23.000000-1947.0000   3.6007956e+11
10.000000-24.000000-1947.0000   3.5915609e+11
10.000000-25.000000-1947.0000   3.5715976e+11
10.000000-26.000000-1947.0000   3.5675092e+11
10.000000-27.000000-1947.0000   3.5535490e+11
10.000000-28.000000-1947.0000      -999.00000
10.000000-29.000000-1947.0000   3.5338027e+11
10.000000-30.000000-1947.0000   3.5309001e+11
10.000000-31.000000-1947.0000   3.5224450e+11
11.000000-1.0000000-1947.0000      -999.00000
11.000000-2.0000000-1947.0000   3.5148169e+11
11.000000-3.0000000-1947.0000   3.4420792e+11
11.000000-4.0000000-1947.0000      -999.00000
11.000000-5.0000000-1947.0000   3.3959212e+11
11.000000-6.0000000-1947.0000   3.3649862e+11
11.000000-7.0000000-1947.0000   3.3139393e+11
11.000000-8.0000000-1947.0000   3.2907238e+11
11.000000-9.0000000-1947.0000   3.3247075e+11
11.000000-10.000000-1947.0000   3.3579536e+11
11.000000-11.000000-1947.0000   3.3862048e+11
11.000000-12.000000-1947.0000      -999.00000
11.000000-13.000000-1947.0000   3.3610809e+11
11.000000-14.000000-1947.0000   3.3183387e+11
11.000000-15.000000-1947.0000   3.2795407e+11
11.000000-16.000000-1947.0000   3.2752845e+11
11.000000-17.000000-1947.0000   3.2443902e+11
11.000000-18.000000-1947.0000      -999.00000
11.000000-19.000000-1947.0000   3.2192440e+11
11.000000-20.000000-1947.0000   3.2110812e+11
11.000000-21.000000-1947.0000   3.2072070e+11
11.000000-22.000000-1947.0000   3.1984943e+11
11.000000-23.000000-1947.0000   3.1758244e+11
11.000000-24.000000-1947.0000   3.1198767e+11
11.000000-25.000000-1947.0000      -999.00000
11.000000-26.000000-1947.0000   3.0253846e+11
11.000000-27.000000-1947.0000   3.0189286e+11
11.000000-28.000000-1947.0000   3.0086270e+11
11.000000-29.000000-1947.0000   3.0086116e+11
11.000000-30.000000-1947.0000   2.9941213e+11
12.000000-1.0000000-1947.0000   2.9648290e+11
12.000000-2.0000000-1947.0000      -999.00000
12.000000-3.0000000-1947.0000   2.8674831e+11
12.000000-4.0000000-1947.0000   2.8561654e+11
12.000000-5.0000000-1947.0000   2.8553472e+11
12.000000-6.0000000-1947.0000   2.8600051e+11
12.000000-7.0000000-1947.0000   2.8503648e+11
12.000000-8.0000000-1947.0000      -999.00000
12.000000-9.0000000-1947.0000      -999.00000
12.000000-10.000000-1947.0000   2.7632098e+11
12.000000-11.000000-1947.0000      -999.00000
12.000000-12.000000-1947.0000   2.6850222e+11
12.000000-13.000000-1947.0000   2.6667873e+11
12.000000-14.000000-1947.0000   2.6263598e+11
12.000000-15.000000-1947.0000   2.5907769e+11
12.000000-16.000000-1947.0000      -999.00000
12.000000-17.000000-1947.0000   2.5494217e+11
12.000000-18.000000-1947.0000   2.5266464e+11
12.000000-19.000000-1947.0000   2.4962153e+11
12.000000-20.000000-1947.0000   2.4693799e+11
12.000000-21.000000-1947.0000   2.4521926e+11
12.000000-22.000000-1947.0000   2.4473169e+11
12.000000-23.000000-1947.0000   2.4450110e+11
12.000000-24.000000-1947.0000   2.4394906e+11
12.000000-25.000000-1947.0000   2.4416328e+11
12.000000-26.000000-1947.0000   2.4434049e+11
12.000000-27.000000-1947.0000   2.4498256e+11
12.000000-28.000000-1947.0000   2.4433497e+11
12.000000-29.000000-1947.0000   2.4360514e+11
12.000000-30.000000-1947.0000      -999.00000
12.000000-31.000000-1947.0000   2.4112926e+11
1.0000000-1.0000000-1948.0000   2.3938349e+11
1.0000000-2.0000000-1948.0000   2.3877961e+11
1.0000000-3.0000000-1948.0000   2.4038205e+11
1.0000000-4.0000000-1948.0000   2.3927408e+11
1.0000000-5.0000000-1948.0000   2.3797219e+11
1.0000000-6.0000000-1948.0000   2.3767976e+11
1.0000000-7.0000000-1948.0000   2.3755070e+11
1.0000000-8.0000000-1948.0000   2.3753946e+11
1.0000000-9.0000000-1948.0000   2.3381416e+11
1.0000000-10.000000-1948.0000   2.2985168e+11
1.0000000-11.000000-1948.0000   2.2615294e+11
1.0000000-12.000000-1948.0000   2.2456522e+11
1.0000000-13.000000-1948.0000      -999.00000
1.0000000-14.000000-1948.0000   2.2221391e+11
1.0000000-15.000000-1948.0000   2.2071550e+11
1.0000000-16.000000-1948.0000   2.1919311e+11
1.0000000-17.000000-1948.0000   2.1988011e+11
1.0000000-18.000000-1948.0000   2.1900437e+11
1.0000000-19.000000-1948.0000   2.1724131e+11
1.0000000-20.000000-1948.0000      -999.00000
1.0000000-21.000000-1948.0000   2.1678683e+11
1.0000000-22.000000-1948.0000   2.1574920e+11
1.0000000-23.000000-1948.0000   2.1388200e+11
1.0000000-24.000000-1948.0000      -999.00000
1.0000000-25.000000-1948.0000   2.1081031e+11
1.0000000-26.000000-1948.0000   2.0835636e+11
1.0000000-27.000000-1948.0000      -999.00000
1.0000000-28.000000-1948.0000   2.0617227e+11
1.0000000-29.000000-1948.0000   2.0437087e+11
1.0000000-30.000000-1948.0000   2.0366064e+11
1.0000000-31.000000-1948.0000      -999.00000
2.0000000-1.0000000-1948.0000   2.0152857e+11
2.0000000-2.0000000-1948.0000   2.0048010e+11
2.0000000-3.0000000-1948.0000      -999.00000
2.0000000-4.0000000-1948.0000   2.0090749e+11
2.0000000-5.0000000-1948.0000   1.9850476e+11
2.0000000-6.0000000-1948.0000   1.9651584e+11
2.0000000-7.0000000-1948.0000   1.9629023e+11
2.0000000-8.0000000-1948.0000   1.9497856e+11
2.0000000-9.0000000-1948.0000   1.9401273e+11
2.0000000-10.000000-1948.0000   1.9191225e+11
2.0000000-11.000000-1948.0000   1.8985089e+11
2.0000000-12.000000-1948.0000   1.8752846e+11
2.0000000-13.000000-1948.0000   1.8607430e+11
2.0000000-14.000000-1948.0000   1.8528749e+11
2.0000000-15.000000-1948.0000   1.8682811e+11
2.0000000-16.000000-1948.0000   1.8772276e+11
2.0000000-17.000000-1948.0000   1.8843002e+11
2.0000000-18.000000-1948.0000   1.8839360e+11
2.0000000-19.000000-1948.0000   1.8769234e+11
2.0000000-20.000000-1948.0000   1.8651236e+11
2.0000000-21.000000-1948.0000   1.8425938e+11
2.0000000-22.000000-1948.0000   1.8199840e+11
2.0000000-23.000000-1948.0000   1.8175486e+11
2.0000000-24.000000-1948.0000      -999.00000
2.0000000-25.000000-1948.0000   1.8198322e+11
2.0000000-26.000000-1948.0000   1.8064441e+11
2.0000000-27.000000-1948.0000   1.8011608e+11
2.0000000-28.000000-1948.0000      -999.00000
2.0000000-29.000000-1948.0000   1.8104259e+11
3.0000000-1.0000000-1948.0000      -999.00000
3.0000000-2.0000000-1948.0000   1.8416434e+11
3.0000000-3.0000000-1948.0000   1.8328732e+11
3.0000000-4.0000000-1948.0000   1.7877832e+11
3.0000000-5.0000000-1948.0000   1.7679470e+11
3.0000000-6.0000000-1948.0000   1.7600777e+11
3.0000000-7.0000000-1948.0000   1.7419162e+11
3.0000000-8.0000000-1948.0000   1.7343047e+11
3.0000000-9.0000000-1948.0000   1.7151456e+11
3.0000000-10.000000-1948.0000   1.7022018e+11
3.0000000-11.000000-1948.0000   1.6881055e+11
3.0000000-12.000000-1948.0000   1.6879401e+11
3.0000000-13.000000-1948.0000   1.7093927e+11
3.0000000-14.000000-1948.0000   1.7358710e+11
3.0000000-15.000000-1948.0000      -999.00000
3.0000000-16.000000-1948.0000      -999.00000
3.0000000-17.000000-1948.0000   1.8747702e+11
3.0000000-18.000000-1948.0000   1.8649357e+11
3.0000000-19.000000-1948.0000   1.8624132e+11
3.0000000-20.000000-1948.0000   1.8546054e+11
3.0000000-21.000000-1948.0000   1.8475370e+11
3.0000000-22.000000-1948.0000   1.8354846e+11
3.0000000-23.000000-1948.0000   1.8252949e+11
3.0000000-24.000000-1948.0000   1.8233160e+11
3.0000000-25.000000-1948.0000   1.8259775e+11
3.0000000-26.000000-1948.0000   1.8329271e+11
3.0000000-27.000000-1948.0000   1.8483208e+11
3.0000000-28.000000-1948.0000   1.8593741e+11
3.0000000-29.000000-1948.0000      -999.00000
3.0000000-30.000000-1948.0000   1.8701921e+11
3.0000000-31.000000-1948.0000   1.8784151e+11
4.0000000-1.0000000-1948.0000   1.9001334e+11
4.0000000-2.0000000-1948.0000   1.9205698e+11
4.0000000-3.0000000-1948.0000   1.9322749e+11
4.0000000-4.0000000-1948.0000   1.9228990e+11
4.0000000-5.0000000-1948.0000   1.9332189e+11
4.0000000-6.0000000-1948.0000      -999.00000
4.0000000-7.0000000-1948.0000   1.9511309e+11
4.0000000-8.0000000-1948.0000   1.9711798e+11
4.0000000-9.0000000-1948.0000   2.0020290e+11
4.0000000-10.000000-1948.0000   2.0252249e+11
4.0000000-11.000000-1948.0000   2.0506113e+11
4.0000000-12.000000-1948.0000   2.0750685e+11
4.0000000-13.000000-1948.0000   2.1108231e+11
4.0000000-14.000000-1948.0000   2.1401616e+11
4.0000000-15.000000-1948.0000   2.1679104e+11
4.0000000-16.000000-1948.0000   2.1707586e+11
4.0000000-17.000000-1948.0000   2.1760628e+11
4.0000000-18.000000-1948.0000   2.1908277e+11
4.0000000-19.000000-1948.0000   2.1985516e+11
4.0000000-20.000000-1948.0000   2.2168039e+11
4.0000000-21.000000-1948.0000   2.2568457e+11
4.0000000-22.000000-1948.0000   2.3159729e+11
4.0000000-23.000000-1948.0000   2.3320838e+11
4.0000000-24.000000-1948.0000   2.3340956e+11
4.0000000-25.000000-1948.0000      -999.00000
4.0000000-26.000000-1948.0000      -999.00000
4.0000000-27.000000-1948.0000      -999.00000
4.0000000-28.000000-1948.0000      -999.00000
4.0000000-29.000000-1948.0000   2.3559062e+11
4.0000000-30.000000-1948.0000   2.3596397e+11
5.0000000-1.0000000-1948.0000   2.3571861e+11
5.0000000-2.0000000-1948.0000   2.3740613e+11
5.0000000-3.0000000-1948.0000   2.4051065e+11
5.0000000-4.0000000-1948.0000   2.4535184e+11
5.0000000-5.0000000-1948.0000   2.5058245e+11
5.0000000-6.0000000-1948.0000   2.5672291e+11
5.0000000-7.0000000-1948.0000   2.6444213e+11
5.0000000-8.0000000-1948.0000   2.7019154e+11
5.0000000-9.0000000-1948.0000   2.7683455e+11
5.0000000-10.000000-1948.0000   2.8217875e+11
5.0000000-11.000000-1948.0000      -999.00000
5.0000000-12.000000-1948.0000   2.8579204e+11
5.0000000-13.000000-1948.0000   2.8599494e+11
5.0000000-14.000000-1948.0000   2.8469625e+11
5.0000000-15.000000-1948.0000   2.7778413e+11
5.0000000-16.000000-1948.0000   2.8197965e+11
5.0000000-17.000000-1948.0000      -999.00000
5.0000000-18.000000-1948.0000   2.8183390e+11
5.0000000-19.000000-1948.0000   2.8127524e+11
5.0000000-20.000000-1948.0000   2.8116671e+11
5.0000000-21.000000-1948.0000   2.8480868e+11
5.0000000-22.000000-1948.0000   2.8755798e+11
5.0000000-23.000000-1948.0000   2.9008783e+11
5.0000000-24.000000-1948.0000   2.9297521e+11
5.0000000-25.000000-1948.0000   2.9573415e+11
5.0000000-26.000000-1948.0000   2.9762791e+11
5.0000000-27.000000-1948.0000   2.9895534e+11
5.0000000-28.000000-1948.0000   3.0034955e+11
5.0000000-29.000000-1948.0000   3.0405847e+11
5.0000000-30.000000-1948.0000   3.0619360e+11
5.0000000-31.000000-1948.0000   3.0832489e+11
6.0000000-1.0000000-1948.0000      -999.00000
6.0000000-2.0000000-1948.0000   3.0947282e+11
6.0000000-3.0000000-1948.0000   3.1004420e+11
6.0000000-4.0000000-1948.0000   3.1059277e+11
6.0000000-5.0000000-1948.0000   3.1062095e+11
6.0000000-6.0000000-1948.0000   3.0887631e+11
6.0000000-7.0000000-1948.0000   3.0805898e+11
6.0000000-8.0000000-1948.0000      -999.00000
6.0000000-9.0000000-1948.0000   3.0754931e+11
6.0000000-10.000000-1948.0000   3.0646200e+11
6.0000000-11.000000-1948.0000   3.0565931e+11
6.0000000-12.000000-1948.0000   3.0483608e+11
6.0000000-13.000000-1948.0000   3.0516783e+11
6.0000000-14.000000-1948.0000   3.0432834e+11
6.0000000-15.000000-1948.0000      -999.00000
6.0000000-16.000000-1948.0000   3.0267759e+11
6.0000000-17.000000-1948.0000   3.0225593e+11
6.0000000-18.000000-1948.0000   3.0209691e+11
6.0000000-19.000000-1948.0000   3.0358654e+11
6.0000000-20.000000-1948.0000   3.0462607e+11
6.0000000-21.000000-1948.0000   3.0446082e+11
6.0000000-22.000000-1948.0000      -999.00000
6.0000000-23.000000-1948.0000   3.0032554e+11
6.0000000-24.000000-1948.0000   2.9938287e+11
6.0000000-25.000000-1948.0000   2.9865342e+11
6.0000000-26.000000-1948.0000   2.9835896e+11
6.0000000-27.000000-1948.0000   2.9774122e+11
6.0000000-28.000000-1948.0000   2.9633738e+11
6.0000000-29.000000-1948.0000      -999.00000
6.0000000-30.000000-1948.0000   2.9389505e+11
7.0000000-1.0000000-1948.0000   2.9224147e+11
7.0000000-2.0000000-1948.0000   2.8925949e+11
7.0000000-3.0000000-1948.0000   2.8704778e+11
7.0000000-4.0000000-1948.0000   2.8633917e+11
7.0000000-5.0000000-1948.0000   2.8634798e+11
7.0000000-6.0000000-1948.0000      -999.00000
7.0000000-7.0000000-1948.0000   2.8174035e+11
7.0000000-8.0000000-1948.0000   2.8100572e+11
7.0000000-9.0000000-1948.0000   2.7817971e+11
7.0000000-10.000000-1948.0000   2.7583375e+11
7.0000000-11.000000-1948.0000   2.7286656e+11
7.0000000-12.000000-1948.0000   2.6957768e+11
7.0000000-13.000000-1948.0000      -999.00000
7.0000000-14.000000-1948.0000   2.6632279e+11
7.0000000-15.000000-1948.0000   2.5896041e+11
7.0000000-16.000000-1948.0000   2.5112297e+11
7.0000000-17.000000-1948.0000   2.4782294e+11
7.0000000-18.000000-1948.0000   2.4507859e+11
7.0000000-19.000000-1948.0000   2.4213309e+11
7.0000000-20.000000-1948.0000      -999.00000
7.0000000-21.000000-1948.0000   2.3811993e+11
7.0000000-22.000000-1948.0000   2.3494043e+11
7.0000000-23.000000-1948.0000   2.3389571e+11
7.0000000-24.000000-1948.0000   2.3341669e+11
7.0000000-25.000000-1948.0000   2.3358317e+11
7.0000000-26.000000-1948.0000   2.3433750e+11
7.0000000-27.000000-1948.0000      -999.00000
7.0000000-28.000000-1948.0000   2.3521062e+11
7.0000000-29.000000-1948.0000   2.3606108e+11
7.0000000-30.000000-1948.0000   2.3668998e+11
7.0000000-31.000000-1948.0000   2.3944023e+11
8.0000000-1.0000000-1948.0000   2.3895183e+11
8.0000000-2.0000000-1948.0000   2.3923071e+11
8.0000000-3.0000000-1948.0000   2.3946124e+11
8.0000000-4.0000000-1948.0000   2.4021143e+11
8.0000000-5.0000000-1948.0000   2.4004500e+11
8.0000000-6.0000000-1948.0000   2.3912160e+11
8.0000000-7.0000000-1948.0000   2.3836561e+11
8.0000000-8.0000000-1948.0000   2.4847270e+11
8.0000000-9.0000000-1948.0000   2.5120070e+11
8.0000000-10.000000-1948.0000      -999.00000
8.0000000-11.000000-1948.0000   2.5869702e+11
8.0000000-12.000000-1948.0000   2.6012760e+11
8.0000000-13.000000-1948.0000   2.5917396e+11
8.0000000-14.000000-1948.0000   2.5926977e+11
8.0000000-15.000000-1948.0000   2.5985735e+11
8.0000000-16.000000-1948.0000   2.6036684e+11
8.0000000-17.000000-1948.0000      -999.00000
8.0000000-18.000000-1948.0000   2.6054908e+11
8.0000000-19.000000-1948.0000   2.6040694e+11
8.0000000-20.000000-1948.0000   2.6235958e+11
8.0000000-21.000000-1948.0000   2.6213132e+11
8.0000000-22.000000-1948.0000   2.6045066e+11
8.0000000-23.000000-1948.0000      -999.00000
8.0000000-24.000000-1948.0000   2.6013008e+11
8.0000000-25.000000-1948.0000   2.5935887e+11
8.0000000-26.000000-1948.0000   2.5698723e+11
8.0000000-27.000000-1948.0000   2.5475002e+11
8.0000000-28.000000-1948.0000   2.5285919e+11
8.0000000-29.000000-1948.0000   2.5293958e+11
8.0000000-30.000000-1948.0000   2.5246379e+11
8.0000000-31.000000-1948.0000   2.5104096e+11
9.0000000-1.0000000-1948.0000   2.5171624e+11
9.0000000-2.0000000-1948.0000   2.5132574e+11
9.0000000-3.0000000-1948.0000   2.4963750e+11
9.0000000-4.0000000-1948.0000   2.4877810e+11
9.0000000-5.0000000-1948.0000   2.4676259e+11
9.0000000-6.0000000-1948.0000   2.4569435e+11
9.0000000-7.0000000-1948.0000   2.4455099e+11
9.0000000-8.0000000-1948.0000   2.4470898e+11
9.0000000-9.0000000-1948.0000   2.4466119e+11
9.0000000-10.000000-1948.0000   2.4580632e+11
9.0000000-11.000000-1948.0000   2.4630888e+11
9.0000000-12.000000-1948.0000   2.4772387e+11
9.0000000-13.000000-1948.0000   2.4775762e+11
9.0000000-14.000000-1948.0000   2.4835523e+11
9.0000000-15.000000-1948.0000   2.4951969e+11
9.0000000-16.000000-1948.0000   2.5196895e+11
9.0000000-17.000000-1948.0000   2.5313778e+11
9.0000000-18.000000-1948.0000   2.5314851e+11
9.0000000-19.000000-1948.0000   2.5350085e+11
9.0000000-20.000000-1948.0000   2.5163537e+11
9.0000000-21.000000-1948.0000      -999.00000
9.0000000-22.000000-1948.0000   2.5099030e+11
9.0000000-23.000000-1948.0000   2.5011200e+11
9.0000000-24.000000-1948.0000   2.5004945e+11
9.0000000-25.000000-1948.0000   2.5004342e+11
9.0000000-26.000000-1948.0000   2.5048513e+11
9.0000000-27.000000-1948.0000      -999.00000
9.0000000-28.000000-1948.0000   2.4740359e+11
9.0000000-29.000000-1948.0000   2.4602336e+11
9.0000000-30.000000-1948.0000   2.4367967e+11
10.000000-1.0000000-1948.0000   2.4523624e+11
10.000000-2.0000000-1948.0000   2.4646119e+11
10.000000-3.0000000-1948.0000   2.4784570e+11
10.000000-4.0000000-1948.0000      -999.00000
10.000000-5.0000000-1948.0000   2.4865862e+11
10.000000-6.0000000-1948.0000   2.4811767e+11
10.000000-7.0000000-1948.0000   2.4669038e+11
10.000000-8.0000000-1948.0000   2.3479126e+11
10.000000-9.0000000-1948.0000   2.2989839e+11
10.000000-10.000000-1948.0000   2.2544853e+11
10.000000-11.000000-1948.0000   2.2381458e+11
10.000000-12.000000-1948.0000   2.2218244e+11
10.000000-13.000000-1948.0000   2.2223289e+11
10.000000-14.000000-1948.0000   2.2374741e+11
10.000000-15.000000-1948.0000   2.2766392e+11
10.000000-16.000000-1948.0000   2.2849615e+11
10.000000-17.000000-1948.0000   2.3099938e+11
10.000000-18.000000-1948.0000   2.3771121e+11
10.000000-19.000000-1948.0000   2.4492281e+11
10.000000-20.000000-1948.0000   2.4430214e+11
10.000000-21.000000-1948.0000      -999.00000
10.000000-22.000000-1948.0000      -999.00000
10.000000-23.000000-1948.0000      -999.00000
10.000000-24.000000-1948.0000      -999.00000
10.000000-25.000000-1948.0000      -999.00000
